@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.1_Qx0.31_Qy0.32_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/tracking/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.31_Qy0.32_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/tracking"
@ Date %s "29. April 2021, 14:33:05"
@ CG %le 0.00046117720371410305
@ QG %le -1.0915692265640113
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds"
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.11L3.B1"          3085.403474                    1     0.02722215221299   6.892483754368e-10     0.01366526705729    -0.02354370504742    0.001289456718724   9.936707950887e-10  -0.0007067805252882   -0.001078498919117       1.748011041653    0.003575166454651       0.656307103263     0.04960376174112                    0                    0                    0                    0
         "BPM.10L3.B1"          3138.184185                    1      0.0272217346954   5.794072394068e-10    0.007688372385743    -0.02611344040691    0.001287833761014   1.147192007361e-09   -0.001103422908692    0.000664058491837       1.668067663972    0.003592781161704      0.4129188042925     0.04965183881094                    0                    0                    0                    0
          "BPM.9L3.B1"          3177.249195                    1     0.02722173489232   6.355327882919e-10     0.01719116431534    -0.02110655632809    0.001287833120529   3.816909470045e-10   0.0001719248530724      0.0012763056026       1.800607844671    0.003592813251086      0.2282149206003     0.04965225744595                    0                    0                    0                    0
          "BPM.8L3.B1"          3217.712206                    1     0.02722173199832    7.60939482363e-10     0.02593099209058   -0.008282894553642    0.001287833026209   1.887979968566e-09    0.001272678657923  -0.0001969846112287       1.993520026073    0.003592844190991      0.9735363656635     0.04965269713116                    0                    0                    0                    0
          "BPM.7L3.B1"          3256.776216                    1     0.02722173031621   7.673236670558e-10      0.0259212392485     0.00831336016483    0.001287834113078   1.153469745527e-09   1.028615163464e-05   -0.001287793033796      0.1035642753014    0.003592862185103      0.7497128202467     0.04965297881394                    0                    0                    0                    0
          "BPM.6L3.B1"          3329.415216                    1     0.02722173059116   7.484653813893e-10     0.02550194959458    0.009522246754486    0.001287833887913   3.254131992791e-10   -0.001281750721249  -0.0001250248432742      0.1192509661452    0.003592850989053      0.5144061037195     0.04965294245993                    0                    0                    0                    0
       "BPMWG.A5L3.B1"          3371.119716                    1      0.0272217307217   7.129243413573e-10     0.02572425208302    0.008904239341683    0.001287833259283   1.871535563323e-09   -0.001088263715754   0.0006886193351115       0.111199679446    0.003592874475746      0.4093592172694     0.04965292899861                    0                    0                    0                    0
         "BPMW.5L3.B1"          3400.089716                    1     0.02722173072237    5.72786562622e-10     0.02718554839939   -0.001403061561585    0.001287834183471   1.023609472525e-09  -0.0005117482193288    0.001181791286196        2.07948504392    0.003592855588793      0.3143852313723     0.04965295318161                    0                    0                    0                    0
        "BPMWE.4L3.B1"          3475.217716                    1     0.02722172861127   5.574528918879e-10     0.02669861736174   -0.005310964089208    0.001287833194882   1.999094684724e-09   0.0008462226894651   0.0009707839603507       2.031167183875    0.003592863860305      0.1356116174628     0.04965300353905                    0                    0                    0                    0
         "BPMW.4L3.B1"          3502.762716                    1     0.02533600762178    8.95034891914e-10     0.02529601674645    0.001422961339573    0.001089957208119   2.285971783738e-10    0.001089882743357   1.274053629277e-05      0.0187515990514    0.008663640070944    0.001856549247342      0.3139655007074                    0                    0                    0                    0
         "BPMW.4R3.B1"          3547.727716                    1     0.02722173365076   9.516292545425e-10     0.02633209178607   -0.006902443416857    0.001287833804075   1.519599977365e-09    0.001259570786239  -0.0002683232031925       2.011144249237    0.003592845615837      0.9645899173788     0.04965291236188                    0                    0                    0                    0
        "BPMWE.4R3.B1"          3575.272716                    1     0.02722173628876   5.545248426659e-10      0.0109578346635     -0.0249188439953    0.001287834568927   2.719323665054e-10   0.0004131077134046   -0.001219778625018       1.710767176076    0.003592855380429      0.8003084417482     0.04965279953427                    0                    0                    0                    0
         "BPMW.5R3.B1"          3650.400716                    1     0.02722173422601   4.565988164548e-10    0.001772754452261    -0.02716394956415     0.00128783727988   4.936222365991e-09  -0.0009894151213505  -0.0008243679864556       1.594265909989     0.00359281693394      0.6092907984847     0.04965285770121                    0                    0                    0                    0
       "BPMWJ.A5R3.B1"          3679.118716                    1     0.02722173657961   4.664846167809e-10    0.009607972447749    -0.02546978224981    0.001287834561451   2.255504508054e-09    -0.00124766977311   -0.000319120658897       1.692892511543    0.003592863817217      0.5387333496143     0.04965287057582                    0                    0                    0                    0
        "BPMWC.6R3.B1"          3718.936716                    1     0.02722173698121   7.602678086256e-10    0.009605309143757    -0.02547078719881     0.00128783270852   3.962841840921e-09   -0.001232080178266   0.0003748219836914        1.69285761641    0.003592804358261      0.4520582505477     0.04965271518155                    0                    0                    0                    0
         "BPMR.6R3.B1"          3731.015216                    1     0.02722173541172   9.386788677206e-10    0.004436220326374    -0.02685782619724    0.001287834960949   4.085550641263e-10    -0.00107164615233   0.0007142082405278       1.627144374636    0.003592854592591      0.4055962681164     0.04965281810503                    0                    0                    0                    0
