@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.1_Qx0.31_Qy0.32_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/tracking/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.31_Qy0.32_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/tracking"
@ Date %s "29. April 2021, 14:33:05"
@ DQMIN %le 0.001011079566612611
@ DQMINE %le 2.59394853956e-05
@ FILES %s ""
*                 NAME                    S                 DETC                DETCE                GAMMA               GAMMAE                  C11                  C12                  C21                  C22
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
           BPM.26R4.B1          8093.067914    0.002714854200401                    0       1.001360197281                    0      0.0197692078045    -0.04568059203907     0.04568059203907     -0.0197692078045
           BPM.27R4.B1           8146.51643     0.00271453459836                    0       1.001360036827                    0     0.01621340829247    -0.04942658927291     0.04942658927291    -0.01621340829247
           BPM.28R4.B1          8199.964946    0.002714861148609                    0       1.001360200769                    0     0.02180031148677     -0.0503260122213      0.0503260122213    -0.02180031148677
           BPM.29R4.B1          8253.413461     0.00271330901852                    0       1.001359421534                    0     0.01152282634092    -0.05141016161441     0.05141016161441    -0.01152282634092
           BPM.30R4.B1          8306.861977    0.002713185736775                    0       1.001359359641                    0     0.01977923289861    -0.04565793460361     0.04565793460361    -0.01977923289861
           BPM.31R4.B1          8360.310493    0.002713479579818                    0       1.001359507163                    0     0.01622356050967    -0.04943340971232     0.04943340971232    -0.01622356050967
           BPM.32R4.B1          8413.759009    0.002713155542647                    0       1.001359344482                    0     0.02178215960424    -0.05030660917929     0.05030660917929    -0.02178215960424
           BPM.33R4.B1          8467.207525     0.00271470562363                    0       1.001360122689                    0     0.01152758103887    -0.05143618159596     0.05143618159596    -0.01152758103887
           BPM.34R4.B1          8520.656041    0.002714826489355                    0       1.001360183368                    0     0.01976712038998    -0.04568091723208     0.04568091723208    -0.01976712038998
           BPM.33L5.B1          8574.104557    0.002714534775587                    0       1.001360036916                    0     0.01621250115797    -0.04942447610858     0.04942447610858    -0.01621250115797
           BPM.32L5.B1          8627.553073    0.002714516602349                    0       1.001360027792                    0     0.02180131904034    -0.05031792155291     0.05031792155291    -0.02180131904034
           BPM.31L5.B1          8681.001589    0.002712925216966                    0       1.001359228849                    0     0.01152930212999    -0.05140704391564     0.05140704391564    -0.01152930212999
           BPM.30L5.B1          8734.450105    0.002713040257844                    0       1.001359286605                    0     0.01978212338033    -0.04566153311197     0.04566153311197    -0.01978212338033
           BPM.29L5.B1           8787.89862    0.002713360636476                    0       1.001359447448                    0     0.01621715076029    -0.04943068015741     0.04943068015741    -0.01621715076029
           BPM.28L5.B1          8841.347136    0.002713381220832                    0       1.001359457782                    0     0.02177975453123    -0.05030673705194     0.05030673705194    -0.02177975453123
           BPM.27L5.B1          8894.795652    0.002714971076266                    0       1.001360255957                    0     0.01152831081212    -0.05144123043666     0.05144123043666    -0.01152831081212
           BPM.26L5.B1          8948.244168    0.002714853175548                    0       1.001360196766                    0     0.01976477878958    -0.04568246894618     0.04568246894618    -0.01976477878958
           BPM.25L5.B1          9001.692684    0.002714534916705                    0       1.001360036986                    0     0.01621140686069    -0.04942241468585     0.04942241468585    -0.01621140686069
           BPM.24L5.B1            9055.1412    0.002714861489703                    0        1.00136020094                    0     0.02180441206011    -0.05032426382697     0.05032426382697    -0.02180441206011
           BPM.23L5.B1          9108.589716    0.002713309214643                    0       1.001359421632                    0     0.01152450537501    -0.05141442545086     0.05141442545086    -0.01152450537501
           BPM.22L5.B1          9162.038232    0.002713424484797                    0       1.001359479503                    0     0.01977519627993    -0.04566447084222     0.04566447084222    -0.01977519627993
           BPM.21L5.B1          9215.486748    0.002713744153635                    0        1.00135963999                    0     0.01621750982454    -0.04943256242669     0.04943256242669    -0.01621750982454
           BPM.20L5.B1          9268.935264     0.00271342025051                    0       1.001359477377                    0      0.0217827372869    -0.05030634508732     0.05030634508732     -0.0217827372869
           BPM.19L5.B1          9322.383779    0.002714970626447                    0       1.001360255732                    0     0.01152949066072    -0.05144324180712     0.05144324180712    -0.01152949066072
           BPM.18L5.B1          9375.832295    0.002714852665233                    0        1.00136019651                    0     0.01976308393512    -0.04568318578746     0.04568318578746    -0.01976308393512
           BPM.17L5.B1          9429.280811     0.00271453507742                    0       1.001360037067                    0     0.01621092632376    -0.04942022255802     0.04942022255802    -0.01621092632376
           BPM.16L5.B1          9482.729327    0.002714861609336                    0          1.001360201                    0     0.02180678872922    -0.05032324459511     0.05032324459511    -0.02180678872922
           BPM.15L5.B1          9536.177843     0.00271330924161                    0       1.001359421646                    0     0.01152567991951    -0.05141641271337     0.05141641271337    -0.01152567991951
           BPM.14L5.B1          9589.626359    0.002713424752151                    0       1.001359479637                    0     0.01977353477155    -0.04566518677356     0.04566518677356    -0.01977353477155
           BPM.13L5.B1          9643.074875    0.002713743067758                    0       1.001359639445                    0     0.01621703842317    -0.04943036277524     0.04943036277524    -0.01621703842317
           BPM.12L5.B1          9696.523391    0.002713434532842                    0       1.001359484547                    0     0.01798807446999     -0.0517845082188      0.0517845082188    -0.01798807446999
           BPM.11L5.B1          9749.971907    0.002714952140199                    0       1.001360246451                    0    0.003337181253985    -0.05272942939422     0.05272942939422   -0.003337181253985
           BPM.10L5.B1          9802.752617    0.002715132696533                    0       1.001360337098                    0     0.01341230672548    -0.04794532922829     0.04794532922829    -0.01341230672548
            BPM.9L5.B1          9841.817628    0.002715133490562                    0       1.001360337496                    0      0.0154680002118    -0.04920029005986     0.04920029005986     -0.0154680002118
            BPM.8L5.B1          9882.280639    0.002715135678701                    0       1.001360338595                    0     0.03162627088096    -0.04411010560327     0.04411010560327    -0.03162627088096
           BPMR.7L5.B1          9921.346649    0.002715134348069                    0       1.001360337927                    0   -0.007931258747742    -0.05147558229235     0.05147558229235    0.007931258747742
            BPM.6L5.B1          9958.240649     0.00271513423159                    0       1.001360337868                    0    0.005653132411127    -0.04968457593856     0.04968457593856   -0.005653132411127
           BPMR.5L5.B1          9990.140649    0.002715133929716                    0       1.001360337717                    0     0.00761508905321    -0.04921193210712     0.04921193210712    -0.00761508905321
          BPMYA.4L5.B1          10017.54665     0.00271512876095                    0       1.001360335122                    0      0.0105437152047    -0.04905542254152     0.04905542254152     -0.0105437152047
          BPMWB.4L5.B1          10038.68115    0.002715134835834                    0       1.001360338172                    0    0.004026567721301    -0.05037939128435     0.05037939128435   -0.004026567721301
          BPMSY.4L5.B1          10131.46115    0.002645392689352                    0       1.001325326432                    0  -0.0004725162520717    -0.05262252814761     0.05262252814761   0.0004725162520717
           BPMS.2L5.B1          10158.24665    0.002597782128541                    0       1.001301427232                    0   -0.006040380089738    -0.05186084754967     0.05186084754967    0.006040380089738
         BPMWF.A1L5.B1          10168.05165    0.002597616035248                    0       1.001301343861                    0   -0.008250826986088    -0.05183770488732     0.05183770488732    0.008250826986088
          BPMSW.1L5.B1          10168.21165    0.002597780282714                    0       1.001301426306                    0   -0.008257104436897    -0.05184648252364     0.05184648252364    0.008257104436897
          BPMSW.1R5.B1          10211.33965    0.002597684459634                    0       1.001301378207                    0   -0.007851749328385    -0.04908182098285     0.04908182098285    0.007851749328385
         BPMWF.A1R5.B1          10211.49965     0.00259777854309                    0       1.001301425432                    0   -0.007846305668153    -0.04909039917462     0.04909039917462    0.007846305668153
           BPMS.2R5.B1          10221.30465    0.002548521322743                    0       1.001276701456                    0    -0.00574067348833     -0.0488053800768      0.0488053800768     0.00574067348833
          BPMSY.4R5.B1          10248.09015    0.002477434910914                    0       1.001241023849                    0  -0.0002494452836501    -0.04861514566917     0.04861514566917   0.0002494452836501
          BPMWB.4R5.B1          10340.87015     0.00247743477654                    0       1.001241023782                    0    0.003422555374447    -0.05186575645264     0.05186575645264   -0.003422555374447
          BPMYA.4R5.B1          10362.00265     0.00247743441533                    0         1.0012410236                    0    0.009611432837501    -0.05136632566266     0.05136632566266   -0.009611432837501
            BPM.5R5.B1          10383.12065    0.002477436391022                    0       1.001241024592                    0    0.008897081766482    -0.05138981777019     0.05138981777019   -0.008897081766482
         BPMWT.C6R5.B1          10392.92765    0.002477437130062                    0       1.001241024963                    0    0.005825301852262     -0.0517524556222      0.0517524556222   -0.005825301852262
         BPMWT.D6R5.B1          10403.00065    0.002477391305208                    0       1.001241001965                    0    0.003993797906865    -0.05180097592172     0.05180097592172   -0.003993797906865
         BPMWT.A6R5.B1          10404.17865    0.002477440267712                    0       1.001241026537                    0    0.003889817687268    -0.05179080256632     0.05179080256632   -0.003889817687268
         BPMWT.B6R5.B1          10410.00065    0.002477425632979                    0       1.001241019193                    0    0.003737751778281    -0.05168806935666     0.05168806935666   -0.003737751778281
           BPMR.6R5.B1          10415.02065    0.002477434330344                    0       1.001241023558                    0    0.004120983855427    -0.05152889671397     0.05152889671397   -0.004120983855427
          BPM_A.7R5.B1          10449.03465    0.002477434154311                    0       1.001241023469                    0  -0.0006003246864956    -0.05058634630324     0.05058634630324   0.0006003246864956
            BPM.8R5.B1          10490.47364    0.002477434043293                    0       1.001241023414                    0    0.009568972377162    -0.04673142112977     0.04673142112977   -0.009568972377162
            BPM.9R5.B1          10529.54063    0.002477435348199                    0       1.001241024068                    0     0.02924365127656    -0.04247736884932     0.04247736884932    -0.02924365127656
           BPM.10R5.B1          10570.00562    0.002477433857519                    0        1.00124102332                    0    0.003998954126551    -0.05194753440875     0.05194753440875   -0.003998954126551
           BPM.11R5.B1          10622.78831    0.002478249252215                    0       1.001241432538                    0      0.0147784326113    -0.04639441596497     0.04639441596497     -0.0147784326113
           BPM.12R5.B1          10677.51479    0.002475967655248                    0       1.001240287487                    0     0.01360773792183    -0.04593411970823     0.04593411970823    -0.01360773792183
           BPM.13R5.B1          10730.96627    0.002475908622761                    0       1.001240257861                    0     0.02206445694977    -0.04638592618492     0.04638592618492    -0.02206445694977
           BPM.14R5.B1          10784.41776    0.002477340178911                    0       1.001240976306                    0     0.01262313817375    -0.05046502344257     0.05046502344257    -0.01262313817375
           BPM.15R5.B1          10837.86924    0.002476729285525                    0       1.001240669721                    0     0.01748478478287    -0.04531974655882     0.04531974655882    -0.01748478478287
           BPM.16R5.B1          10891.32073    0.002479045961829                    0       1.001241832378                    0     0.01374545407078     -0.0459362569239      0.0459362569239    -0.01374545407078
           BPM.17R5.B1          10944.77221    0.002479107347736                    0       1.001241863186                    0     0.02205527398293    -0.04642985523188     0.04642985523188    -0.02205527398293
           BPM.18R5.B1           10998.2237    0.002477672474327                    0       1.001241143073                    0     0.01260804395569    -0.05042800617247     0.05042800617247    -0.01260804395569
           BPM.19R5.B1          11051.67518    0.002478280953633                    0       1.001241448447                    0     0.01753131451887    -0.04533392200226     0.04533392200226    -0.01753131451887
           BPM.20R5.B1          11105.12666    0.002475967715417                    0       1.001240287517                    0     0.01374157500519    -0.04589996803737     0.04589996803737    -0.01374157500519
           BPM.21R5.B1          11158.57815    0.002475908623826                    0       1.001240257862                    0     0.02206485538307    -0.04638578627282     0.04638578627282    -0.02206485538307
           BPM.22R5.B1          11212.02963    0.002477340233837                    0       1.001240976334                    0     0.01262350993889    -0.05046489931993     0.05046489931993    -0.01262350993889
           BPM.23R5.B1          11265.48112    0.002476729402752                    0        1.00124066978                    0     0.01748530300989     -0.0453194946496      0.0453194946496    -0.01748530300989
           BPM.24R5.B1           11318.9326    0.002479045925269                    0        1.00124183236                    0      0.0137460374026    -0.04593611274842     0.04593611274842     -0.0137460374026
           BPM.25R5.B1          11372.38408    0.002479107389059                    0       1.001241863206                    0     0.02205565173351    -0.04642971042504     0.04642971042504    -0.02205565173351
           BPM.26R5.B1          11425.83557    0.002477672526265                    0         1.0012411431                    0     0.01260842966995    -0.05042788744259     0.05042788744259    -0.01260842966995
           BPM.27R5.B1          11479.28705    0.002478280929548                    0       1.001241448435                    0     0.01753182283384    -0.04533368754622     0.04533368754622    -0.01753182283384
           BPM.28R5.B1          11532.73854    0.002475967750599                    0       1.001240287535                    0     0.01374213607994     -0.0458998222543      0.0458998222543    -0.01374213607994
           BPM.29R5.B1          11586.19002    0.002475796341443                    0       1.001240201511                    0     0.02206502982062    -0.04638318427404     0.04638318427404    -0.02206502982062
           BPM.30R5.B1           11639.6415    0.002477215341168                    0       1.001240913655                    0     0.01262694659758     -0.0504627101628      0.0504627101628    -0.01262694659758
           BPM.31R5.B1          11693.09299    0.002476604522463                    0       1.001240607107                    0     0.01748989014795    -0.04531740486255     0.04531740486255    -0.01748989014795
           BPM.32R5.B1          11746.54447     0.00247892109171                    0        1.00124176971                    0     0.01374779145995    -0.04593422909213     0.04593422909213    -0.01374779145995
           BPM.33R5.B1          11799.99596    0.002479094989748                    0       1.001241856984                    0     0.02205584231992    -0.04642933659962     0.04642933659962    -0.02205584231992
           BPM.34R5.B1          11853.44744    0.002477672598555                    0       1.001241143136                    0     0.01260844456104    -0.05042788228264     0.05042788228264    -0.01260844456104
           BPM.33L6.B1          11906.89893    0.002477566581848                    0        1.00124108993                    0      0.0175301311528    -0.04531890191998     0.04531890191998     -0.0175301311528
           BPM.32L6.B1          11960.35041    0.002475169118041                    0       1.001239886731                    0     0.01374826477604    -0.04589072009934     0.04589072009934    -0.01374826477604
           BPM.31L6.B1          12013.80189    0.002475110124908                    0       1.001239857125                    0     0.02206161659595    -0.04638715625375     0.04638715625375    -0.02206161659595
           BPM.30L6.B1          12067.25338    0.002476541272883                    0       1.001240575365                    0      0.0126133028988     -0.0504586948187      0.0504586948187     -0.0126133028988
           BPM.29L6.B1          12120.70486     0.00247664481687                    0        1.00124062733                    0     0.01748391226715    -0.04531830090795     0.04531830090795    -0.01748391226715
           BPM.28L6.B1          12174.15635    0.002479046045193                    0        1.00124183242                    0     0.01374585279935    -0.04593615894977     0.04593615894977    -0.01374585279935
           BPM.27L6.B1          12227.60783    0.002479107409313                    0       1.001241863217                    0     0.02205549580709    -0.04642975409106     0.04642975409106    -0.02205549580709
           BPM.26L6.B1          12281.05931    0.002477672683648                    0       1.001241143179                    0     0.01260829004503    -0.05042793345333     0.05042793345333    -0.01260829004503
           BPM.25L6.B1           12334.5108    0.002478281080685                    0       1.001241448511                    0     0.01753166945874    -0.04533377815975     0.04533377815975    -0.01753166945874
           BPM.24L6.B1          12387.96228    0.002475967801583                    0       1.001240287561                    0      0.0137419508267    -0.04589986698423     0.04589986698423     -0.0137419508267
           BPM.23L6.B1          12441.41377    0.002475908882279                    0       1.001240257991                    0     0.02206507931384    -0.04638567234431     0.04638567234431    -0.02206507931384
           BPM.22L6.B1          12494.86525    0.002477340365931                    0         1.0012409764                    0     0.01262376938515    -0.05046482944883     0.05046482944883    -0.01262376938515
           BPM.21L6.B1          12548.31673    0.002476729444732                    0       1.001240669801                    0     0.01748553466943    -0.04531941515307     0.04531941515307    -0.01748553466943
           BPM.20L6.B1          12601.76822    0.002479046081944                    0       1.001241832438                    0     0.01374638219492    -0.04593602140011     0.04593602140011    -0.01374638219492
           BPM.19L6.B1           12655.2197    0.002479107494688                    0       1.001241863259                    0     0.02205601890007    -0.04642954253117     0.04642954253117    -0.02205601890007
           BPM.18L6.B1          12708.67119     0.00247767266918                    0       1.001241143171                    0      0.0126086750347    -0.05042781332405     0.05042781332405     -0.0126086750347
           BPM.17L6.B1          12762.12267    0.002478281108109                    0       1.001241448525                    0     0.01753206437512    -0.04533359052991     0.04533359052991    -0.01753206437512
           BPM.16L6.B1          12815.57415    0.002475967856685                    0       1.001240287588                    0      0.0137425024435    -0.04589973240578     0.04589973240578     -0.0137425024435
           BPM.15L6.B1          12869.02564    0.002475908898287                    0       1.001240257999                    0     0.02206560137993     -0.0463854750568      0.0463854750568    -0.02206560137993
           BPM.14L6.B1          12922.47712    0.002477340386508                    0       1.001240976411                    0     0.01262414173777    -0.05046470476711     0.05046470476711    -0.01262414173777
           BPM.13L6.B1          12975.92861    0.002476729180881                    0       1.001240669669                    0     0.01748593646893    -0.04531920272149     0.04531920272149    -0.01748593646893
           BPM.12L6.B1          13029.38009    0.002479016006554                    0       1.001241817345                    0     0.01425617128517    -0.04580070176414     0.04580070176414    -0.01425617128517
           BPM.11L6.B1          13082.83158    0.002479179397942                    0       1.001241899345                    0     0.01834074106284    -0.04802607576388     0.04802607576388    -0.01834074106284
           BPM.10L6.B1          13134.67226    0.002479177300688                    0       1.001241898293                    0    0.005783484356389    -0.05165729610173     0.05165729610173   -0.005783484356389
            BPM.9L6.B1          13173.73925    0.002479176582696                    0       1.001241897932                    0    0.006487011079905    -0.04852914071485     0.04852914071485   -0.006487011079905
            BPM.8L6.B1          13214.20424    0.002479177576753                    0       1.001241898431                    0    -0.02081987243603    -0.04311619993848     0.04311619993848     0.02081987243603
          BPMYA.5L6.B1          13311.29423    0.002479178018555                    0       1.001241898653                    0     0.02094485415927    -0.04773592643853     0.04773592643853    -0.02094485415927
          BPMYB.4L6.B1          13347.69423    0.002479177849238                    0       1.001241898568                    0      0.0193768478991     -0.0481811781112      0.0481811781112     -0.0193768478991
         BPMSX.B4L6.B1          13383.23473    0.002479175939267                    0       1.001241897609                    0     0.02460594899689     -0.0450575172118      0.0450575172118    -0.02460594899689
         BPMSX.A4L6.B1          13383.81973    0.002479177750189                    0       1.001241898518                    0     0.02469695604181    -0.04499292484901     0.04499292484901    -0.02469695604181
          BPMSE.4L6.B1          13476.94473    0.002479176532123                    0       1.001241897907                    0     0.03689783954625    -0.03166608369633     0.03166608369633    -0.03689783954625
          BPMSA.4R6.B1          13568.51473    0.002479176050936                    0       1.001241897665                    0     0.03607953718216     -0.0311215738768      0.0311215738768    -0.03607953718216
         BPMSI.A4R6.B1          13661.77473    0.002479174707989                    0       1.001241896991                    0     0.01990770600374    -0.04371675323502     0.04371675323502    -0.01990770600374
         BPMSI.B4R6.B1          13662.40973     0.00247917746866                    0       1.001241898377                    0     0.01978653678856    -0.04377560249547     0.04377560249547    -0.01978653678856
          BPMYA.4R6.B1          13691.29423    0.002479177577061                    0       1.001241898431                    0     0.01469419475089    -0.04590211637269     0.04590211637269    -0.01469419475089
          BPMYB.5R6.B1          13727.69423     0.00247917788193                    0       1.001241898584                    0     0.01608474572953    -0.04592248486339     0.04592248486339    -0.01608474572953
            BPM.8R6.B1          13823.42122    0.002479177883239                    0       1.001241898585                    0     0.04850122308528   -0.009009801793083    0.009009801793083    -0.04850122308528
            BPM.9R6.B1          13862.48821     0.00247917580985                    0       1.001241897544                    0     0.04681498183563    -0.01071604804658     0.01071604804658    -0.04681498183563
           BPM.10R6.B1           13902.9532    0.002479178493931                    0       1.001241898891                    0     0.05160798148212    0.005227004233219   -0.005227004233219    -0.05160798148212
           BPM.11R6.B1          13954.79389    0.002479083861929                    0       1.001241851399                    0     0.05051315251452    -0.01141021627565     0.01141021627565    -0.05051315251452
           BPM.12R6.B1          14009.52037    0.002479136457041                    0       1.001241877795                    0     0.04812613474212   -0.004149876971827    0.004149876971827    -0.04812613474212
           BPM.13R6.B1          14062.97186    0.002479493065064                    0       1.001242056764                    0     0.04772754243588   -0.007001750000574    0.007001750000574    -0.04772754243588
           BPM.14R6.B1          14116.42334    0.002479281191628                    0       1.001241950432                    0     0.05168293873274   -0.001358675960539    0.001358675960539    -0.05168293873274
           BPM.15R6.B1          14169.87483    0.002479328519728                    0       1.001241974184                    0     0.05041516705686    -0.01135875651011     0.01135875651011    -0.05041516705686
           BPM.16R6.B1          14223.32631      0.0024792900913                    0       1.001241954898                    0     0.04797628417243   -0.003758774213297    0.003758774213297    -0.04797628417243
           BPM.17R6.B1          14276.77779    0.002478710917195                    0       1.001241664231                    0     0.04731176672521    -0.01017808680283     0.01017808680283    -0.04731176672521
           BPM.18R6.B1          14330.22928    0.002478945223062                    0       1.001241781821                    0     0.05166243966071   -0.004935120286297    0.004935120286297    -0.05166243966071
           BPM.19R6.B1          14383.68076    0.002478878288331                    0       1.001241748229                    0     0.04933735760368    -0.01474657648591     0.01474657648591    -0.04933735760368
           BPM.20R6.B1          14437.13225    0.002478848348202                    0       1.001241733203                    0      0.0474535062086   -0.006878542190736    0.006878542190736     -0.0474535062086
           BPM.21R6.B1          14490.58373    0.002479641863004                    0        1.00124213144                    0     0.04673479980096    -0.01342955024007     0.01342955024007    -0.04673479980096
           BPM.22R6.B1          14544.03522    0.002479405495123                    0       1.001242012815                    0     0.05129071658959   -0.008530270663515    0.008530270663515    -0.05129071658959
           BPM.23R6.B1           14597.4867    0.002479465992225                    0       1.001242043177                    0     0.04764682987934    -0.01913955777279     0.01913955777279    -0.04764682987934
           BPM.24R6.B1          14650.93818    0.002479572735442                    0       1.001242096748                    0      0.0466115838904    -0.01121275380813     0.01121275380813     -0.0466115838904
           BPM.25R6.B1          14704.38967    0.002478617980148                    0       1.001241617589                    0     0.04599442935202    -0.01596535755547     0.01596535755547    -0.04599442935202
           BPM.26R6.B1          14757.84115    0.002478861035576                    0        1.00124173957                    0     0.05078803725245    -0.01149229329982     0.01149229329982    -0.05078803725245
           BPM.27R6.B1          14811.29264    0.002478840476225                    0       1.001241729252                    0     0.04639234446088    -0.02182791874827     0.02182791874827    -0.04639234446088
           BPM.28R6.B1          14864.74412    0.002478677256471                    0       1.001241647338                    0     0.04585571501401    -0.01368303502292     0.01368303502292    -0.04585571501401
           BPM.29R6.B1           14918.1956     0.00247978640549                    0       1.001242203981                    0     0.04514014515401    -0.01857029378487     0.01857029378487    -0.04514014515401
           BPM.30R6.B1          14971.64709    0.002479731853014                    0       1.001242176603                    0     0.05003918840003     -0.0144840100177      0.0144840100177    -0.05003918840003
           BPM.31R6.B1          15025.09857    0.002479732719306                    0       1.001242177038                    0     0.04496159398102    -0.02442129324726     0.02442129324726    -0.04496159398102
           BPM.32R6.B1          15078.55006    0.002479943240442                    0       1.001242282691                    0     0.04503273958178     -0.0161826901332      0.0161826901332    -0.04503273958178
           BPM.33R6.B1          15132.00154    0.002478690447124                    0       1.001241653958                    0     0.04412053099234    -0.02103937783608     0.02103937783608    -0.04412053099234
           BPM.34R6.B1          15185.45302    0.002478733403945                    0       1.001241675516                    0     0.04917525309243    -0.01735490770845     0.01735490770845    -0.04917525309243
           BPM.33L7.B1          15238.90451    0.002478820803029                    0       1.001241719379                    0     0.04341905769463    -0.02692790668702     0.02692790668702    -0.04341905769463
           BPM.32L7.B1          15292.35599    0.002478814269286                    0         1.0012417161                    0     0.04401916588543    -0.01856468638644     0.01856468638644    -0.04401916588543
           BPM.31L7.B1          15345.80748    0.002480257832998                    0       1.001242440575                    0     0.04297356294106     -0.0235499421491      0.0235499421491    -0.04297356294106
           BPM.30L7.B1          15399.25896    0.002480051592508                    0       1.001242337069                    0     0.04807997795477    -0.02024014357555     0.02024014357555    -0.04807997795477
           BPM.29L7.B1          15452.71045     0.00247981201376                    0       1.001242216833                    0     0.04171655818165    -0.02931095511517     0.02931095511517    -0.04171655818165
           BPM.28L7.B1          15506.16193    0.002479814802448                    0       1.001242218233                    0     0.04295314492196    -0.02093064556741     0.02093064556741    -0.04295314492196
           BPM.27L7.B1          15559.61341    0.002478255745179                    0       1.001241435796                    0     0.04167985546783    -0.02589867948238     0.02589867948238    -0.04167985546783
           BPM.26L7.B1           15613.0649    0.002478443503404                    0       1.001241530025                    0     0.04686548743687    -0.02299550905744     0.02299550905744    -0.04686548743687
           BPM.25L7.B1          15666.51638    0.002478809959276                    0       1.001241713937                    0     0.03989390602049     -0.0316156339208      0.0316156339208    -0.03989390602049
           BPM.24L7.B1          15719.96787    0.002478447879776                    0       1.001241532222                    0     0.04168827298745    -0.02318774705319     0.02318774705319    -0.04168827298745
           BPM.23L7.B1          15773.41935     0.00248003717412                    0       1.001242329833                    0     0.04026620231604    -0.02828286358761     0.02828286358761    -0.04026620231604
           BPM.22L7.B1          15826.87083     0.00247988221385                    0       1.001242252064                    0     0.04543927760552    -0.02574555711304     0.02574555711304    -0.04543927760552
           BPM.21L7.B1          15880.32232    0.002479364847638                    0       1.001241992416                    0     0.03792868709286    -0.03375783158839     0.03375783158839    -0.03792868709286
           BPM.20L7.B1           15933.7738    0.002479770247877                    0       1.001242195872                    0     0.03962532679959    -0.02661253032152     0.02661253032152    -0.03962532679959
           BPM.19L7.B1          15987.22529    0.002478091928142                    0       1.001241353582                    0      0.0375275818268    -0.03199802200453     0.03199802200453     -0.0375275818268
           BPM.18L7.B1          16040.67677    0.002478199382196                    0        1.00124140751                    0     0.04359096037353    -0.02882185674569     0.02882185674569    -0.04359096037353
           BPM.17L7.B1          16094.12825    0.002478956295191                    0       1.001241787378                    0     0.03525026138673    -0.03625265468453     0.03625265468453    -0.03525026138673
           BPM.16L7.B1          16147.57974    0.002478499525697                    0       1.001241558141                    0     0.03771101063312    -0.02912237133491     0.02912237133491    -0.03771101063312
           BPM.15L7.B1          16201.03122    0.002480189778726                    0        1.00124240642                    0     0.03559553982215    -0.03455988795417     0.03455988795417    -0.03559553982215
           BPM.14L7.B1          16254.48271    0.002480144628392                    0       1.001242383761                    0     0.04146589546678    -0.03184619761384     0.03184619761384    -0.04146589546678
           BPM.13L7.B1          16307.93419    0.002479112736552                    0        1.00124186589                    0     0.03236777398805    -0.03847040202929     0.03847040202929    -0.03236777398805
           BPM.12L7.B1          16361.38567    0.002479615725051                    0       1.001242118323                    0     0.03854312743488    -0.02808260414625     0.02808260414625    -0.03854312743488
           BPM.11L7.B1          16414.83716    0.002478280702167                    0       1.001241448321                    0      0.0403883227429     -0.0294895012305      0.0294895012305     -0.0403883227429
           BPM.10L7.B1          16467.61985    0.002478275107718                    0       1.001241445514                    0     0.04883974687416    -0.01844234615617     0.01844234615617    -0.04883974687416
            BPM.9L7.B1          16506.68684     0.00247827431031                    0       1.001241445113                    0     0.04800710064161    -0.01528727892674     0.01528727892674    -0.04800710064161
            BPM.8L7.B1          16547.15183    0.002478272122272                    0       1.001241444015                    0     0.04003511056537     0.02684697860589    -0.02684697860589    -0.04003511056537
            BPM.7L7.B1          16586.21782    0.002478271839338                    0       1.001241443873                    0     0.04016879434413     0.03039115246032    -0.03039115246032    -0.04016879434413
            BPM.6L7.B1          16621.03582    0.002478272311432                    0        1.00124144411                    0     0.04484844234064     0.02541077775135    -0.02541077775135    -0.04484844234064
          BPMWC.6L7.B1          16633.13832      0.0024782727519                    0       1.001241444331                    0     0.04941023684051     0.01520201615451    -0.01520201615451    -0.04941023684051
          BPMWE.5L7.B1          16710.19232    0.002478274001059                    0       1.001241444958                    0     0.03659563070749     0.03384162973055    -0.03384162973055    -0.03659563070749
           BPMW.5L7.B1          16733.39732    0.002478273188546                    0        1.00124144455                    0     0.01195327616253     0.04622546674197    -0.04622546674197    -0.01195327616253
          BPMWE.4L7.B1          16768.48232    0.002478273422279                    0       1.001241444668                    0    0.008637670980212     0.04693925671589    -0.04693925671589   -0.008637670980212
           BPMW.4L7.B1          16796.58732    0.002478273103134                    0       1.001241444508                    0     0.02444563684274     0.04114367924354    -0.04114367924354    -0.02444563684274
           BPMW.4R7.B1          16912.63432     0.00247827281976                    0       1.001241444365                    0     0.01567986122186     0.04970533648925    -0.04970533648925    -0.01567986122186
          BPMWE.4R7.B1          16940.73932    0.002478272777011                    0       1.001241444344                    0   -0.002949403813214     0.05180382452275    -0.05180382452275    0.002949403813214
           BPMW.5R7.B1          16975.82432    0.002478272610656                    0        1.00124144426                    0   -0.002318626787487     0.05117631112942    -0.05117631112942    0.002318626787487
