@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.1_Qx0.31_Qy0.32_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/tracking/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.31_Qy0.32_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/tracking"
@ Date %s "29. April 2021, 14:33:05"
@ DQMIN %le 0.001011079566612611
@ DQMINE %le 2.59394853956e-05
@ FILES %s ""
*                 NAME                    S                 DETC                DETCE                GAMMA               GAMMAE                  C11                  C12                  C21                  C22
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
           BPM.33R2.B1          1802.639092    0.002638442103877                    0       1.001321837321                    0    0.006424426634406    -0.04869685490049     0.04869685490049   -0.006424426634406
           BPM.34R2.B1          1856.087608    0.002638539418746                    0       1.001321886172                    0    0.009076940625079     -0.0501440979488      0.0501440979488   -0.009076940625079
           BPM.33L3.B1          1909.536124    0.002637315327051                    0       1.001321271696                    0  -0.0001154348308095    -0.05388694422253     0.05388694422253   0.0001154348308095
           BPM.32L3.B1           1962.98464    0.002637210479007                    0       1.001321219064                    0     0.01420428195023     -0.0496712238223      0.0496712238223    -0.01420428195023
           BPM.31L3.B1          2016.433156    0.002636022276492                    0       1.001320622605                    0     0.01252098228378    -0.04743899384243     0.04743899384243    -0.01252098228378
           BPM.30L3.B1          2069.881672    0.002635890677122                    0       1.001320556545                    0     0.01581466750286    -0.04858669633101     0.04858669633101    -0.01581466750286
           BPM.29L3.B1          2123.330188    0.002636982715761                    0       1.001321104731                    0     0.00633497937393    -0.05359935607047     0.05359935607047    -0.00633497937393
           BPM.28L3.B1          2176.778704    0.002637065749817                    0       1.001321146412                    0     0.01963167351226    -0.04758317598695     0.04758317598695    -0.01963167351226
           BPM.27L3.B1           2230.22722    0.002638326873592                    0       1.001321779477                    0     0.01828247228067    -0.04552675117873     0.04552675117873    -0.01828247228067
           BPM.26L3.B1          2283.675735    0.002638418423471                    0       1.001321825434                    0     0.02230419589534    -0.04617696443312     0.04617696443312    -0.02230419589534
           BPM.25L3.B1          2337.124251    0.002637465360577                    0       1.001321347011                    0     0.01280581735952    -0.05245780028309     0.05245780028309    -0.01280581735952
           BPM.24L3.B1          2390.572767    0.002637825837169                    0       1.001321527965                    0     0.02482276870149     -0.0449012222416      0.0449012222416    -0.02482276870149
           BPM.23L3.B1          2444.021283    0.002636583979946                    0       1.001320904572                    0     0.02366633488944    -0.04293871019317     0.04293871019317    -0.02366633488944
           BPM.22L3.B1          2497.469799    0.002636537780622                    0        1.00132088138                    0     0.02841968130765    -0.04286042495439     0.04286042495439    -0.02841968130765
           BPM.21L3.B1          2550.918315    0.002637337118609                    0       1.001321282635                    0     0.01923826690507    -0.05051943827326     0.05051943827326    -0.01923826690507
           BPM.20L3.B1          2604.366831    0.002636979599641                    0       1.001321103166                    0      0.0305710175124    -0.04091392666543     0.04091392666543     -0.0305710175124
           BPM.19L3.B1          2657.815347    0.002638252633269                    0        1.00132174221                    0      0.0300089637003    -0.03879286849322     0.03879286849322     -0.0300089637003
           BPM.18L3.B1          2711.263863    0.002638245837398                    0       1.001321738798                    0     0.03471109111458    -0.03797803172145     0.03797803172145    -0.03471109111458
           BPM.17L3.B1          2764.712379    0.002637655073268                    0       1.001321442244                    0     0.02601577836418    -0.04736141125318     0.04736141125318    -0.02601577836418
           BPM.16L3.B1          2818.160894    0.002637976551855                    0       1.001321603621                    0     0.03506805406952    -0.03715808777428     0.03715808777428    -0.03506805406952
           BPM.15L3.B1           2871.60941    0.002636739740918                    0       1.001320982761                    0      0.0345105808617     -0.0348184537121      0.0348184537121     -0.0345105808617
           BPM.14L3.B1          2925.057926    0.002636800226368                    0       1.001321013124                    0     0.04005787706353    -0.03228543193511     0.03228543193511    -0.04005787706353
           BPM.13L3.B1          2978.506442    0.002637192152239                    0       1.001321209864                    0     0.03258019284471    -0.04313782044082     0.04313782044082    -0.03258019284471
           BPM.12L3.B1          3031.954958    0.002636911611181                    0       1.001321069037                    0     0.03777601612096    -0.03441007425236     0.03441007425236    -0.03777601612096
           BPM.11L3.B1          3085.403474    0.002637838413789                    0       1.001321534278                    0     0.03889634836758    -0.02991145510739     0.02991145510739    -0.03889634836758
           BPM.10L3.B1          3138.184185    0.002637863291324                    0       1.001321546766                    0     0.04762043973672    -0.02159971348377     0.02159971348377    -0.04762043973672
            BPM.9L3.B1          3177.249195    0.002637863553857                    0       1.001321546898                    0     0.03371407325621    -0.04188521472606     0.04188521472606    -0.03371407325621
            BPM.8L3.B1          3217.712206    0.002637861765146                    0          1.001321546                    0     0.00653774330384    -0.05328270830071     0.05328270830071    -0.00653774330384
            BPM.7L3.B1          3256.776216    0.002637862666828                    0       1.001321546452                    0    -0.02331093164732    -0.04653264949886     0.04653264949886     0.02331093164732
            BPM.6L3.B1          3329.415216    0.002637862299848                    0       1.001321546268                    0     -0.0258809664336    -0.04184006531236     0.04184006531236      0.0258809664336
         BPMWG.A5L3.B1          3371.119716    0.002637861694312                    0       1.001321545964                    0    -0.02521564091131     -0.0422079663121      0.0422079663121     0.02521564091131
           BPMW.5L3.B1          3400.089716    0.002637861907467                    0       1.001321546071                    0   -0.007575945579056    -0.05022069390827     0.05022069390827    0.007575945579056
          BPMWE.4L3.B1          3475.217716    0.002637861678799                    0       1.001321545956                    0  -0.0003645778920255    -0.05362105789265     0.05362105789265   0.0003645778920255
           BPMW.4L3.B1          3502.762716    0.002479744346442                    0       1.001242182873                    0    -0.01247008188119    -0.05116210155058     0.05116210155058     0.01247008188119
           BPMW.4R3.B1          3547.727716    0.002703904980384                    0       1.001354700346                    0     0.01095600502158    -0.05335413282731     0.05335413282731    -0.01095600502158
          BPMWE.4R3.B1          3575.272716    0.002703906209051                    0       1.001354700963                    0     0.04369154042874    -0.02574817704621     0.02574817704621    -0.04369154042874
           BPMW.5R3.B1          3650.400716     0.00270390705211                    0       1.001354701386                    0     0.05009617354849   -0.005521489469072    0.005521489469072    -0.05009617354849
         BPMWJ.A5R3.B1          3679.118716     0.00270390687861                    0       1.001354701299                    0      0.0462103001713    -0.02083095608243     0.02083095608243     -0.0462103001713
          BPMWC.6R3.B1          3718.936716    0.002703906179639                    0       1.001354700948                    0     0.04771828909147    -0.02064362190318     0.02064362190318    -0.04771828909147
           BPMR.6R3.B1          3731.015216    0.002703905464708                    0       1.001354700589                    0     0.05203396401157     -0.0110256820638      0.0110256820638    -0.05203396401157
          BPM_A.7R3.B1          3786.839216     0.00270390377386                    0        1.00135469974                    0     0.04802583904261     0.02273864750617    -0.02273864750617    -0.04802583904261
            BPM.8R3.B1          3825.903227    0.002703904044611                    0       1.001354699876                    0     0.03614838493743     0.03473788185217    -0.03473788185217    -0.03614838493743
            BPM.9R3.B1          3864.968238    0.002703904416961                    0       1.001354700063                    0      0.0207416654289     0.04598630540615    -0.04598630540615     -0.0207416654289
           BPM.10R3.B1          3905.431248    0.002703904497298                    0       1.001354700103                    0     0.01743517002523     0.04958048667808    -0.04958048667808    -0.01743517002523
           BPM.11R3.B1          3958.211959    0.002703422302483                    0       1.001354458025                    0     0.02254060298124     0.04966612384771    -0.04966612384771    -0.02254060298124
           BPM.12R3.B1          4012.935475    0.002704491048732                    0       1.001354994573                    0     0.03069333797318     0.04392534475574    -0.04392534475574    -0.03069333797318
           BPM.13R3.B1          4066.383991    0.002704652679581                    0       1.001355075717                    0     0.02808147388871     0.04178917114375    -0.04178917114375    -0.02808147388871
           BPM.14R3.B1          4119.832506    0.002703633961086                    0       1.001354564285                    0     0.02955746702807     0.04087694408784    -0.04087694408784    -0.02955746702807
           BPM.15R3.B1          4173.281022    0.002703906554905                    0       1.001354701136                    0     0.02272334115541     0.04916507854573    -0.04916507854573    -0.02272334115541
           BPM.16R3.B1          4226.729538    0.002702759637899                    0       1.001354125345                    0     0.03019647384637     0.04471216350382    -0.04471216350382    -0.03019647384637
           BPM.17R3.B1          4280.178054    0.002702635682087                    0       1.001354063114                    0     0.02214325242263     0.04518579291321    -0.04518579291321    -0.02214325242263
           BPM.18R3.B1           4333.62657    0.002703586665121                    0       1.001354540541                    0     0.02393158904154      0.0444297961797     -0.0444297961797    -0.02393158904154
           BPM.19R3.B1          4387.075086    0.002703269908759                    0       1.001354381518                    0     0.01619990756613     0.05168959267742    -0.05168959267742    -0.01619990756613
           BPM.20R3.B1          4440.523602    0.002704611816814                    0       1.001355055202                    0     0.02394397402577     0.04836345794277    -0.04836345794277    -0.02394397402577
           BPM.21R3.B1          4493.972118    0.002704684408387                    0       1.001355091646                    0     0.01578341663482     0.04780022445909    -0.04780022445909    -0.01578341663482
           BPM.22R3.B1          4547.420634    0.002703857803399                    0       1.001354676661                    0     0.01786646197543     0.04718716361726    -0.04718716361726    -0.01786646197543
           BPM.23R3.B1           4600.86915    0.002704187250995                    0       1.001354842056                    0     0.01070541299209      0.0530950477488     -0.0530950477488    -0.01070541299209
           BPM.24R3.B1          4654.317666    0.002702755111979                    0       1.001354123072                    0     0.01926150863453     0.05035272491214    -0.05035272491214    -0.01926150863453
           BPM.25R3.B1          4707.766181    0.002702723157536                    0        1.00135410703                    0    0.009623158978716     0.04927648501399    -0.04927648501399   -0.009623158978716
           BPM.26R3.B1          4761.214697    0.002703448215107                    0       1.001354471034                    0     0.01183182311826     0.04919454155294    -0.04919454155294    -0.01183182311826
           BPM.27R3.B1          4814.663213    0.002703100279346                    0       1.001354296358                    0    0.004265392727831     0.05408067414216    -0.05408067414216   -0.004265392727831
           BPM.28R3.B1          4868.111729    0.002704626957098                    0       1.001355062803                    0     0.01299854050708     0.05221735136563    -0.05221735136563    -0.01299854050708
           BPM.29R3.B1          4921.560245    0.002704793843508                    0       1.001355146586                    0    0.003340370624246     0.05002592094434    -0.05002592094434   -0.003340370624246
           BPM.30R3.B1          4975.008761    0.002704208848354                    0       1.001354852898                    0    0.005608817712286     0.05040883427215    -0.05040883427215   -0.005608817712286
           BPM.31R3.B1          5028.457277    0.002704565903378                    0       1.001355032152                    0   -0.002298796600204     0.05429863292482    -0.05429863292482    0.002298796600204
           BPM.32R3.B1          5081.905793    0.002702979499455                    0       1.001354235722                    0    0.006569875518218     0.05325362242331    -0.05325362242331   -0.006569875518218
           BPM.33R3.B1          5135.354309     0.00270281848571                    0       1.001354154888                    0   -0.002994331020249     0.04993620492014    -0.04993620492014    0.002994331020249
           BPM.34R3.B1          5188.802825    0.002703255541036                    0       1.001354374305                    0  -0.0007486104338537     0.05086617268062    -0.05086617268062   0.0007486104338537
           BPM.33L4.B1           5242.25134    0.002703293757717                    0       1.001354393491                    0   -0.008804509607117     0.05369394706252    -0.05369394706252    0.008804509607117
           BPM.32L4.B1          5295.699856    0.002704943922427                    0       1.001355221931                    0   6.666025282633e-05     0.05354985142242    -0.05354985142242  -6.666025282633e-05
           BPM.31L4.B1          5349.148372    0.002704839080029                    0       1.001355169297                    0   -0.009243237192157     0.04910604276741    -0.04910604276741    0.009243237192157
           BPM.30L4.B1          5402.596888    0.002704529321963                    0       1.001355013787                    0   -0.007104741320496     0.05051514395306    -0.05051514395306    0.007104741320496
           BPM.29L4.B1          5456.045404    0.002704506336066                    0       1.001355002247                    0     -0.0152356888761     0.05231758384021    -0.05231758384021      0.0152356888761
           BPM.28L4.B1           5509.49392    0.002702872237043                    0       1.001354181873                    0   -0.006417474700218      0.0529858069368     -0.0529858069368    0.006417474700218
           BPM.27L4.B1          5562.942436    0.002703020058798                    0       1.001354256085                    0    -0.01536578232368     0.04746506806787    -0.04746506806787     0.01536578232368
           BPM.26L4.B1          5616.390952    0.002703175612127                    0       1.001354334178                    0    -0.01338640254987     0.04938972961655    -0.04938972961655     0.01338640254987
           BPM.25L4.B1          5669.839468    0.002702852839323                    0       1.001354172135                    0    -0.02140716909178     0.05013908870975    -0.05013908870975     0.02140716909178
           BPM.24L4.B1          5723.287984    0.002704399364676                    0       1.001354948544                    0     -0.0127808306797      0.0516955272865     -0.0516955272865      0.0127808306797
           BPM.23L4.B1            5776.7365    0.002704215542989                    0       1.001354856259                    0    -0.02120527089423       0.045111986825      -0.045111986825     0.02120527089423
           BPM.22L4.B1          5830.185015    0.002704202190336                    0       1.001354849556                    0    -0.01947842184624     0.04748308519382    -0.04748308519382     0.01947842184624
           BPM.21L4.B1          5883.633531    0.002704493341175                    0       1.001354995724                    0    -0.02731465408779     0.04726196259099    -0.04726196259099     0.02731465408779
           BPM.20L4.B1          5937.082047    0.002702997008288                    0       1.001354244513                    0    -0.01785057214223      0.0500609797294     -0.0500609797294     0.01785057214223
           BPM.19L4.B1          5990.530563    0.002703228241544                    0         1.0013543606                    0    -0.02551978769663     0.04281818416159    -0.04281818416159     0.02551978769663
           BPM.18L4.B1          6043.979079    0.002703044371365                    0        1.00135426829                    0    -0.02558363095685     0.04450563293184    -0.04450563293184     0.02558363095685
           BPM.17L4.B1          6097.427595    0.002702799513192                    0       1.001354145363                    0    -0.03345349973295      0.0431015838493     -0.0431015838493     0.03345349973295
           BPM.16L4.B1          6150.876111      0.0027041489952                    0        1.00135482285                    0    -0.02438815704966     0.04724744330149    -0.04724744330149     0.02438815704966
           BPM.15L4.B1          6204.324627    0.002703888809226                    0       1.001354692227                    0    -0.03085166356906     0.03914569772699    -0.03914569772699     0.03085166356906
           BPM.14L4.B1          6257.773143    0.002704230636525                    0       1.001354863837                    0    -0.03120183177672     0.04077370490488    -0.04077370490488     0.03120183177672
           BPM.13L4.B1          6311.221659    0.002704417895265                    0       1.001354957847                    0    -0.03898910636658     0.03820896087612    -0.03820896087612     0.03898910636658
           BPM.12L4.B1          6364.670174    0.002703385019229                    0       1.001354439307                    0    -0.03310111141526     0.04125370653367    -0.04125370653367     0.03310111141526
           BPM.11L4.B1           6418.11869     0.00270366748737                    0       1.001354581116                    0    -0.04252154042791     0.02585542125956    -0.02585542125956     0.04252154042791
         BPMCS.10L4.B1          6469.765401    0.002703750991356                    0       1.001354623038                    0    -0.04492856473724     0.02571250175127    -0.02571250175127     0.04492856473724
           BPM.10L4.B1          6469.957401    0.002703731177767                    0       1.001354613091                    0    -0.04506381094907     0.02552740033383    -0.02552740033383     0.04506381094907
          BPMCS.9L4.B1          6508.830412    0.002703736746429                    0       1.001354615887                    0    -0.05344571675281     0.01074750563663    -0.01074750563663     0.05344571675281
            BPM.9L4.B1          6509.022412    0.002703729408273                    0       1.001354612203                    0    -0.05342608328487     0.01085656059568    -0.01085656059568     0.05342608328487
          BPMCS.8L4.B1          6549.293422    0.002703738843125                    0       1.001354616939                    0    -0.05095135427268    -0.01040755693925     0.01040755693925     0.05095135427268
            BPM.8L4.B1          6549.485422    0.002703729545502                    0       1.001354612271                    0     -0.0507733329793    -0.01096405897623     0.01096405897623      0.0507733329793
          BPMCS.7L4.B1          6588.357433    0.002703709723702                    0        1.00135460232                    0    -0.02111240593359    -0.04610072213824     0.04610072213824     0.02111240593359
            BPM.7L4.B1          6588.549433    0.002712220551899                    0       1.001358875078                    0     -0.0199027000602    -0.04681755667547     0.04681755667547      0.0199027000602
          BPMYB.6L4.B1          6685.153433    0.002709724449823                    0       1.001357621935                    0    -0.01276339510305    -0.05256906505635     0.05256906505635     0.01276339510305
          BPMYA.5L4.B1          6722.153433    0.002714751047888                    0       1.001360145494                    0   -0.009942334752867    -0.05361403636364     0.05361403636364    0.009942334752867
         BPMWI.A5L4.B1          6798.755933    0.002714750460712                    0       1.001360145199                    0    -0.01898285976328     -0.0514335083317      0.0514335083317     0.01898285976328
         BPMWA.B5L4.B1          6824.619933    0.002714750244071                    0        1.00136014509                    0     -0.0209765626952    -0.05066409432625     0.05066409432625      0.0209765626952
         BPMWA.A5L4.B1          6833.504933    0.002714750561321                    0       1.001360145249                    0    -0.02146500394128    -0.05044262879848     0.05044262879848     0.02146500394128
         BPMWA.A5R4.B1          6881.553933    0.002714751152832                    0       1.001360145546                    0    -0.02207734311161    -0.04983649347655     0.04983649347655     0.02207734311161
         BPMWA.B5R4.B1          6890.438933    0.002714750450726                    0       1.001360145194                    0    -0.02179560246345    -0.04984204796078     0.04984204796078     0.02179560246345
          BPMYB.5R4.B1          6992.829433    0.002714750704475                    0       1.001360145321                    0    -0.01136881450291    -0.05091622069294     0.05091622069294     0.01136881450291
          BPMYA.6R4.B1          7024.393433     0.00271475066036                    0       1.001360145299                    0    -0.01290942025094    -0.05004051645553     0.05004051645553     0.01290942025094
          BPMCS.7R4.B1          7120.717433    0.002714740900529                    0       1.001360140399                    0    0.008947739413059    -0.04975170044713     0.04975170044713   -0.008947739413059
            BPM.7R4.B1          7120.909433    0.002714750497464                    0       1.001360145217                    0    0.009337470443369    -0.04971170667757     0.04971170667757   -0.009337470443369
          BPMCS.8R4.B1          7158.506443    0.002714749153858                    0       1.001360144543                    0      0.0118045913349    -0.05318570474941     0.05318570474941     -0.0118045913349
            BPM.8R4.B1          7158.698443    0.002714751277801                    0       1.001360145609                    0     0.01107500128259    -0.05334679565224     0.05334679565224    -0.01107500128259
          BPMCS.9R4.B1          7197.571454    0.002714739711478                    0       1.001360139802                    0    -0.02194743526572    -0.04880424872109     0.04880424872109     0.02194743526572
            BPM.9R4.B1          7197.763454    0.002714750087539                    0       1.001360145011                    0    -0.02152206553383    -0.04894509756886     0.04894509756886     0.02152206553383
         BPMCS.10R4.B1          7238.034465    0.002714752293911                    0       1.001360146119                    0     0.01337749677492    -0.04794490040031     0.04794490040031    -0.01337749677492
           BPM.10R4.B1          7238.226465    0.002714749381061                    0       1.001360144657                    0     0.01327057063011    -0.04797490948594     0.04797490948594    -0.01327057063011
           BPM.11R4.B1          7290.065175    0.002714554592767                    0       1.001360046865                    0     0.02014387541598    -0.04805579463505     0.04805579463505    -0.02014387541598
           BPM.12R4.B1          7344.788691    0.002714862501089                    0       1.001360201448                    0     0.02343830907789    -0.04958414594225     0.04958414594225    -0.02343830907789
           BPM.13R4.B1          7398.237207    0.002713308996008                    0       1.001359421522                    0       0.011520456355    -0.05140615327505     0.05140615327505      -0.011520456355
           BPM.14R4.B1          7451.685723    0.002713423628126                    0       1.001359479072                    0     0.01978297701751    -0.04566114057869     0.04566114057869    -0.01978297701751
           BPM.15R4.B1          7505.134239    0.002713746126291                    0        1.00135964098                    0      0.0162206021794    -0.04944114206815     0.04944114206815     -0.0162206021794
           BPM.16R4.B1          7558.582755    0.002713421977094                    0       1.001359478244                    0     0.02177387813443    -0.05031014874552     0.05031014874552    -0.02177387813443
           BPM.17R4.B1          7612.031271    0.002714972040711                    0       1.001360256442                    0     0.01152529537602    -0.05143498830194     0.05143498830194    -0.01152529537602
           BPM.18R4.B1          7665.479786    0.002714854854526                    0       1.001360197609                    0     0.01977090661008    -0.04567988361591     0.04567988361591    -0.01977090661008
           BPM.19R4.B1          7718.928302    0.002714534343298                    0       1.001360036699                    0     0.01621401219377    -0.04942875029844     0.04942875029844    -0.01621401219377
           BPM.20R4.B1          7772.376818    0.002714861023282                    0       1.001360200706                    0      0.0217979513949    -0.05032701725911     0.05032701725911     -0.0217979513949
           BPM.21R4.B1          7825.825334    0.002713308975044                    0       1.001359421512                    0     0.01152149248664    -0.05140818342597     0.05140818342597    -0.01152149248664
           BPM.22R4.B1           7879.27385     0.00271342379079                    0       1.001359479154                    0     0.01978131191605    -0.04566184759575     0.04566184759575    -0.01978131191605
           BPM.23R4.B1          7932.722366    0.002713745605154                    0       1.001359640719                    0     0.01622000754623    -0.04943898349564     0.04943898349564    -0.01622000754623
           BPM.24R4.B1          7986.170882    0.002713421559851                    0       1.001359478034                    0     0.02177623072918     -0.0503091420252      0.0503091420252    -0.02177623072918
           BPM.25R4.B1          8039.619398    0.002714971694928                    0       1.001360256268                    0     0.01152662866738    -0.05143695395808     0.05143695395808    -0.01152662866738
