@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/usr/bin/python2 '/home/eirik/CERN/beta-Beat/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=model_opticsfile.1_Qx0.31_Qy0.32_beam1/twiss.dat' '--files=/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds' '--output=/home/eirik/CERN/global_coupling_correction3/tracking/outputfiles/' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=model_opticsfile.1_Qx0.31_Qy0.32_beam1/error_deffs.txt' '--coupling=1'"
@ CWD %s "/home/eirik/CERN/global_coupling_correction3/tracking"
@ Date %s "29. April 2021, 14:33:05"
@ CG %le 0.00046117720371410305
@ CG_std %le 6.752481673963825e-13
@ QG %le -1.0915692265640113
@ Q1F %le 0.31000305175799797
@ Q2F %le 0.32000073242199956
@ FILES %s "/home/eirik/CERN/global_coupling_correction3/tracking/hole_in_one_dir/trackone.sdds"
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.23R2.B1"          1268.153933                    1     0.01298409213588   1.129592398916e-09     0.01279167051672    0.002227063983081    0.001299708025029   6.603949876223e-10    0.001156713953734   0.0005926666681709     0.02743431223605    0.003577529107549     0.07535912497706     0.04939695947352                    0                    0                    0                    0
         "BPM.24R2.B1"          1321.602449                    1     0.01298272636558   6.984652383629e-10      0.0129302977703   -0.001165582882051    0.001299958592832   1.047867697569e-09    0.000599951209512   -0.001153234967074      0.9856918808157    0.003591833146335      0.8263470880129     0.04943115082632                    0                    0                    0                    0
         "BPM.25R2.B1"          1375.050965                    1     0.01298627540782   5.721594685646e-10     0.01297916358144  -0.0004297228106986    0.001296509000725   4.819174206881e-10   -0.001126414824321  -0.0006419698065417      0.9947325160653    0.003582515123976      0.5824439268203     0.04945630678606                    0                    0                    0                    0
         "BPM.26R2.B1"          1428.499481                    1     0.01298739098184   4.434161226851e-10     0.01290926825231   -0.001422363422304     0.00129574098514   6.518815287232e-10  -0.0006530233262333    0.001119153803535      0.9825345082937    0.003587136399033      0.3340651390569     0.04955647863411                    0                    0                    0                    0
         "BPM.27R2.B1"          1481.947997                    1     0.01298023949341   5.301516088889e-10     0.01296374443187   0.0006541770488669    0.001289007249352   3.759128750699e-10    0.001115284315098   0.0006462821252203    0.008024477221054    0.003601449361049     0.08358701448637       0.049619575774                    0                    0                    0                    0
         "BPM.28R2.B1"          1535.396513                    1      0.0129817499996   8.084264775652e-10     0.01270141947213   -0.002683239915722    0.001288890981373    1.15382837253e-09   0.0006486391961433   -0.001113780568645      0.9668648959509    0.003587096392138        0.83393194346     0.04956549076326                    0                    0                    0                    0
         "BPM.29R2.B1"          1588.845029                    1     0.01297761760115    9.96669489374e-10     0.01281880651375   -0.002024045000647    0.001292884499542   9.036019234114e-10   -0.001085318498215  -0.0007025909810041      0.9750757595399    0.003597434667202       0.591437152476     0.04954431833947                    0                    0                    0                    0
         "BPM.30R2.B1"          1642.293545                    1     0.01297723700753   1.240213968919e-09     0.01260803918829   -0.003073439144669     0.00129350461261   1.919383919424e-09  -0.0007236139804033    0.001072164628314      0.9619452726496    0.003589859771244      0.3444882874182     0.04949456561123                    0                    0                    0                    0
         "BPM.31R2.B1"           1695.74206                    1     0.01298394747866   1.190325686254e-09     0.01294931432641  -0.0009477080798221     0.00129969203642   8.935939341881e-10    0.001090977927301   0.0007063756448759      0.9883728212655    0.003577347266272     0.09144958876698     0.04944407492534                    0                    0                    0                    0
         "BPM.32R2.B1"          1749.190576                    1     0.01298233500584   7.701166004701e-10      0.0122965904762    -0.00416351832761    0.001299668177354   1.020708941551e-09   0.0006979957135721   -0.001096329948082      0.9480398549503    0.003591274403894      0.8402319738196     0.04951404868474                    0                    0                    0                    0
         "BPM.33R2.B1"          1802.639092                    1     0.01298693235118    6.01507333025e-10     0.01248703814384   -0.003568513736627    0.001295190447186    5.79124233207e-10   -0.001048847535736  -0.0007598928485407       0.955697941712    0.003580200487417      0.5997873061897     0.04952976511114                    0                    0                    0                    0
         "BPM.34R2.B1"          1856.087608                    1     0.01298731541333   5.318664462114e-10     0.01211718378224   -0.004673779929864    0.001294463901967    7.37866330747e-10  -0.0007880153895815    0.001026970563978      0.9414100646518    0.003589299276053      0.3541659994696     0.04958164188243                    0                    0                    0                    0
         "BPM.33L3.B1"          1909.536124                    1     0.01298125001638   5.516735441158e-10     0.01272779571392   -0.002552659055304    0.001288879987644      4.876373486e-10    0.001041472119467   0.0007593072151135      0.9684981637437    0.003600809328515      0.1002630795193     0.04961391540486                    0                    0                    0                    0
         "BPM.32L3.B1"           1962.98464                    1     0.01298078378406   8.225517983963e-10     0.01171774199262   -0.005585272620299    0.001288031843307   1.048762249136e-09   0.0007432559889789   -0.001051948936128      0.9292087590285     0.00358964579074      0.8478976943431     0.04969134719466                    0                    0                    0                    0
         "BPM.31L3.B1"          2016.433156                    1      0.0129756243173   9.062239023675e-10     0.01195513226434   -0.005043970555613    0.001292946477551   9.812821504049e-10   -0.001005883516913  -0.0008123477975689      0.9364575304855    0.003599319391598      0.6081228168464     0.04966571085184                    0                    0                    0                    0
         "BPM.30L3.B1"          2069.881672                    1     0.01297510071477   8.484177852371e-10     0.01140239540227   -0.006191818605919    0.001293862448186   1.095705235533e-09  -0.0008501929728506   0.0009753214566192      0.9208244612624    0.003589006174631      0.3641078835933      0.0496000306763                    0                    0                    0                    0
         "BPM.29L3.B1"          2123.330188                    1     0.01298039857541   7.418075388298e-10     0.01230294227553   -0.004138642113233    0.001298818274104   6.666133734827e-10    0.001010573086939   0.0008158866006379      0.9483537324382    0.003578555342581      0.1080991290946     0.04958504360379                    0                    0                    0                    0
         "BPM.28L3.B1"          2176.778704                    1     0.01298075858615   6.412759183968e-10     0.01097407322831   -0.006933239520722    0.001299613893658   7.578288555129e-10   0.0007927711028279    -0.00102981078413      0.9103221505318    0.003589138156711      0.8544163103065     0.04951974271482                    0                    0                    0                    0
         "BPM.27L3.B1"           2230.22722                    1     0.01298608110223   6.126303935247e-10     0.01128288866649   -0.006429208795294    0.001294374518107   7.315264574527e-10  -0.0009625588301935  -0.0008653819339113      0.9175685298625    0.003578961215972      0.6165469701106     0.04953381969395                    0                    0                    0                    0
         "BPM.26L3.B1"          2283.675735                    1     0.01298638557049   5.020815570047e-10     0.01053020660447   -0.007600063095302    0.001293465943914    6.21392757807e-10  -0.0009088928522974   0.0009203086064516      0.9005014961235    0.003590662521281      0.3740067523144     0.04958351162182                    0                    0                    0                    0
         "BPM.25L3.B1"          2337.124251                    1     0.01298187905892   5.440355565413e-10     0.01167749047513   -0.005671454848966    0.001289161285509   5.869147432242e-10   0.0009523727621434   0.0008688630168112      0.9280426508627    0.003599550466962      0.1177073222716     0.04958475902447                    0                    0                    0                    0
         "BPM.24L3.B1"          2390.572767                    1     0.01298350020366   8.519975003484e-10     0.01007618727348    -0.00818790129204     0.00128963597498   9.375825603902e-10   0.0008388869547994  -0.0009795047856082      0.8913964419965    0.003589138725083      0.8627168541731     0.04946923715952                    0                    0                    0                    0
         "BPM.23L3.B1"          2444.021283                    1     0.01297843952002   1.099026961538e-09     0.01043838335195   -0.007712330735416    0.001295105588115   1.413158178549e-09  -0.0009174767180517  -0.0009140760122663      0.8987261174785     0.00360060741639      0.6247044919839     0.04949309060783                    0                    0                    0                    0
         "BPM.22L3.B1"          2497.469799                    1     0.01297834885562   1.337625657549e-09    0.009468258877223   -0.008876351325409    0.001295980945786    1.63525190087e-09  -0.0009654795490788   0.0008645321579618      0.8801335155087    0.003587817297255      0.3837704412412     0.04946089116211                    0                    0                    0                    0
         "BPM.21L3.B1"          2550.918315                    1     0.01298203653688   1.031750359303e-09     0.01084873715145   -0.007130089400811    0.001299645266689   1.241646885254e-09   0.0009130381497772   0.0009248995384793      0.9074610515797    0.003580558242268      0.1260271144925     0.04946950767898                    0                    0                    0                    0
         "BPM.20L3.B1"          2604.366831                    1     0.01298049049864    6.28601491851e-10    0.008786001436524   -0.009555067364631    0.001298940165451    6.21760278744e-10   0.0008968449775991  -0.0009396353758645      0.8683303241807    0.003588931174123       0.871292325507     0.04959800349962                    0                    0                    0                    0
         "BPM.19L3.B1"          2657.815347                    1      0.0129854271926   6.571512518081e-10    0.009156335361065   -0.009207759886642    0.001293287865638    8.80180726439e-10  -0.0008177988516248   -0.001001897470646      0.8745543234808     0.00357818706199      0.6410470998722     0.04954282367284                    0                    0                    0                    0
